temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,tree_age_years,soil_type,growth_stage,water_need_liters
18.4,46.2,14.1,0.5,16,Sandy,Vegetative,4.3
26.7,82.8,5.3,2.9,14,Loam,Fruiting,6.0
22.3,42.9,0.7,1.1,10,Sandy,Flowering,4.7
28.8,46.5,13.9,8.0,24,Loam,Vegetative,0.0
25.3,26.4,0.5,1.8,27,Loam,Fruiting,3.3
38.3,41.4,2.0,2.9,12,Loam,Vegetative,2.1
31.5,24.2,14.6,1.1,20,Sandy,Vegetative,9.7
18.8,66.4,7.6,1.9,29,Sandy,Fruiting,4.0
32.7,98.0,6.1,0.2,1,Sandy,Flowering,0.0
22.6,48.4,16.2,1.0,11,Loam,Vegetative,3.9
24.0,25.0,1.4,2.5,22,Sandy,Fruiting,6.0
30.2,71.2,2.7,0.9,15,Sandy,Fruiting,6.7
24.6,41.9,4.0,0.5,23,Clay,Vegetative,1.1
34.2,78.4,14.6,0.1,14,Sandy,Flowering,6.6
22.6,49.9,1.1,1.5,2,Clay,Vegetative,2.2
23.7,43.6,12.6,6.1,13,Loam,Flowering,1.1
23.4,51.8,0.2,3.7,12,Loam,Flowering,2.6
24.0,68.6,2.3,10.3,25,Loam,Vegetative,0.5
35.7,50.9,2.0,3.7,5,Sandy,Vegetative,2.8
32.4,46.1,5.0,1.4,5,Clay,Fruiting,3.2
40.0,51.4,4.5,5.8,5,Clay,Vegetative,0.0
43.9,32.1,31.7,4.2,17,Loam,Fruiting,14.5
20.8,62.1,3.9,1.9,29,Loam,Vegetative,4.6
28.5,22.8,8.0,15.1,18,Loam,Fruiting,0.0
19.8,47.0,0.3,9.2,24,Clay,Flowering,0.0
22.6,68.7,11.6,0.4,25,Clay,Vegetative,4.6
23.6,60.5,4.4,9.4,18,Sandy,Fruiting,3.8
20.6,65.6,3.7,2.5,18,Clay,Fruiting,5.8
20.6,53.8,1.2,3.0,8,Clay,Flowering,0.0
27.0,76.1,22.7,4.3,28,Loam,Flowering,5.4
19.5,71.6,7.9,0.5,23,Sandy,Flowering,4.6
33.9,63.0,2.5,2.2,26,Clay,Flowering,6.3
21.6,71.7,0.3,0.6,29,Loam,Flowering,5.3
47.7,68.5,14.2,1.7,11,Loam,Fruiting,8.6
24.8,47.1,7.7,0.3,5,Clay,Vegetative,3.5
28.5,30.8,4.3,1.9,25,Loam,Flowering,7.1
18.9,62.6,2.5,0.6,14,Clay,Flowering,2.7
39.9,64.8,10.3,2.2,28,Loam,Fruiting,8.4
35.8,74.6,12.0,3.2,21,Sandy,Vegetative,1.5
30.1,38.1,4.2,8.6,8,Clay,Vegetative,1.4
18.6,38.7,6.6,2.7,11,Loam,Vegetative,1.3
29.5,63.3,26.5,3.3,18,Loam,Fruiting,4.2
20.1,53.7,35.6,0.1,12,Loam,Flowering,4.7
38.2,21.1,16.3,2.9,9,Sandy,Vegetative,6.6
33.7,61.8,5.3,1.6,7,Loam,Vegetative,2.1
28.7,21.7,1.0,2.7,19,Loam,Fruiting,5.6
10.9,38.0,14.0,0.8,2,Clay,Flowering,0.0
21.1,79.3,0.3,1.6,3,Clay,Flowering,3.2
32.8,87.8,3.0,6.4,2,Loam,Vegetative,0.0
36.5,33.1,0.3,2.9,22,Sandy,Vegetative,3.0
35.8,49.1,8.9,5.0,1,Loam,Vegetative,0.0
16.9,55.8,3.5,2.1,13,Sandy,Vegetative,3.6
30.1,87.1,6.4,0.4,4,Clay,Flowering,3.9
35.1,46.1,4.7,0.0,18,Loam,Vegetative,6.4
16.4,46.4,6.7,2.1,1,Clay,Vegetative,1.7
27.9,82.9,1.0,2.5,1,Loam,Vegetative,1.7
29.9,48.3,0.8,1.1,12,Sandy,Vegetative,5.0
25.9,68.0,9.3,2.4,21,Clay,Vegetative,1.2
15.0,28.4,4.4,4.6,4,Loam,Vegetative,0.0
25.7,51.9,4.6,1.7,15,Clay,Vegetative,3.0
25.7,25.1,0.6,3.7,24,Clay,Fruiting,5.6
27.0,36.0,7.4,9.3,19,Loam,Fruiting,0.0
24.1,70.1,6.5,5.3,22,Loam,Flowering,3.7
24.9,54.1,0.2,1.5,10,Loam,Vegetative,3.2
27.7,49.3,0.8,0.8,28,Clay,Fruiting,6.0
31.1,41.5,6.2,2.4,5,Clay,Fruiting,8.0
25.9,51.0,0.6,6.0,18,Loam,Flowering,3.9
25.1,60.4,2.4,3.3,13,Loam,Vegetative,4.5
28.6,72.7,1.1,8.1,1,Sandy,Fruiting,0.0
14.6,10.0,5.4,8.6,28,Loam,Fruiting,4.4
31.3,40.0,5.7,2.0,21,Clay,Fruiting,5.4
28.0,57.9,6.9,4.6,7,Clay,Flowering,0.2
28.3,53.2,10.8,2.0,2,Loam,Flowering,0.0
34.7,62.3,3.9,0.0,20,Loam,Fruiting,9.2
14.3,59.8,0.3,16.8,16,Sandy,Vegetative,0.0
14.2,49.5,15.6,2.7,2,Sandy,Vegetative,0.8
29.9,45.5,6.8,2.0,29,Loam,Fruiting,4.1
28.0,50.6,3.8,0.3,21,Clay,Vegetative,7.3
29.2,75.7,6.8,0.9,14,Loam,Vegetative,4.8
24.8,41.8,2.0,1.0,7,Loam,Vegetative,7.2
32.7,53.9,3.4,3.7,8,Loam,Vegetative,0.0
34.5,58.3,9.6,6.4,14,Sandy,Vegetative,4.9
31.4,83.1,8.0,0.2,2,Sandy,Flowering,0.0
26.2,49.6,22.6,3.0,11,Clay,Flowering,3.3
13.2,72.3,2.8,0.3,7,Sandy,Flowering,1.3
33.4,77.2,6.8,1.2,4,Loam,Vegetative,1.4
36.6,53.9,5.5,15.6,4,Loam,Fruiting,0.0
32.5,51.2,0.4,3.0,11,Sandy,Flowering,3.5
21.8,49.1,2.3,2.1,12,Sandy,Fruiting,2.1
32.7,50.4,23.8,6.6,11,Sandy,Vegetative,1.2
34.0,70.4,4.1,3.7,21,Loam,Vegetative,2.6
38.9,59.2,0.9,0.9,16,Clay,Fruiting,9.7
21.9,59.2,5.1,2.5,6,Loam,Fruiting,2.9
26.4,34.7,10.8,2.6,29,Loam,Vegetative,5.2
33.2,37.6,16.1,2.6,22,Loam,Flowering,3.4
28.4,93.6,8.4,1.2,14,Clay,Fruiting,3.5
20.2,51.8,2.6,3.2,2,Sandy,Vegetative,1.4
30.9,41.1,9.0,1.7,27,Clay,Flowering,5.5
32.1,80.8,8.2,7.5,22,Loam,Vegetative,0.0
28.6,60.1,20.5,0.9,14,Clay,Vegetative,5.5
29.5,65.4,8.1,3.3,5,Loam,Fruiting,1.6
26.2,52.5,5.4,3.2,4,Sandy,Flowering,0.2
38.3,49.3,1.6,1.4,9,Loam,Fruiting,8.7
21.7,51.9,6.1,0.6,7,Sandy,Fruiting,5.1
23.9,30.1,2.5,0.3,7,Loam,Fruiting,4.0
28.1,53.4,1.1,3.1,12,Loam,Flowering,2.0
34.2,60.3,18.5,1.6,2,Loam,Flowering,0.0
17.5,88.3,3.7,1.9,10,Sandy,Vegetative,0.5
18.8,56.5,12.9,1.5,26,Loam,Flowering,5.4
13.7,13.0,12.0,0.4,26,Loam,Flowering,4.0
28.2,53.3,3.7,1.8,1,Clay,Fruiting,1.9
20.2,98.0,3.2,0.0,20,Loam,Vegetative,3.8
25.3,70.6,9.4,1.4,29,Loam,Vegetative,1.8
32.6,40.4,0.2,2.2,17,Clay,Fruiting,2.0
23.5,65.6,10.3,7.1,12,Loam,Fruiting,0.0
29.6,41.6,2.2,0.4,15,Loam,Vegetative,3.2
25.9,30.6,1.6,2.7,7,Sandy,Fruiting,3.2
32.7,48.7,2.0,1.3,12,Loam,Flowering,7.6
31.3,56.6,14.7,4.9,28,Loam,Fruiting,6.7
23.2,21.3,17.7,0.8,18,Sandy,Vegetative,9.4
26.8,34.3,3.7,1.6,13,Clay,Flowering,2.2
35.3,55.2,8.4,3.7,4,Sandy,Vegetative,4.8
30.8,47.7,43.9,1.2,27,Loam,Vegetative,9.4
18.2,62.1,1.4,4.7,5,Sandy,Fruiting,0.0
32.6,33.1,6.2,0.2,21,Loam,Vegetative,6.7
20.4,67.9,1.7,0.8,9,Clay,Vegetative,4.2
37.9,33.7,21.6,0.1,9,Sandy,Vegetative,8.4
35.2,84.6,0.5,3.9,5,Loam,Flowering,1.3
30.0,24.1,0.5,1.6,11,Loam,Fruiting,5.1
29.1,35.3,3.9,2.6,20,Clay,Vegetative,0.0
26.5,62.5,0.8,0.3,13,Sandy,Fruiting,7.2
32.7,85.0,2.9,2.5,1,Loam,Fruiting,0.0
25.4,60.7,12.7,0.9,8,Loam,Vegetative,0.9
29.6,65.1,3.3,3.2,5,Loam,Fruiting,3.4
34.1,55.3,0.2,1.0,12,Loam,Vegetative,1.4
24.1,36.5,26.9,1.4,27,Loam,Flowering,7.1
23.7,46.2,1.1,1.5,28,Loam,Vegetative,3.6
19.6,33.2,6.0,16.8,29,Sandy,Vegetative,0.0
20.5,32.0,6.0,5.9,4,Loam,Vegetative,0.0
15.2,62.2,3.5,0.1,15,Loam,Vegetative,0.0
33.1,34.8,0.1,1.2,2,Loam,Fruiting,3.9
40.7,60.8,4.6,6.5,15,Sandy,Flowering,5.6
38.0,31.6,2.4,2.6,17,Loam,Fruiting,8.7
16.6,60.3,8.8,3.8,23,Loam,Flowering,1.7
33.1,46.2,0.4,0.7,10,Loam,Flowering,4.6
38.0,80.3,10.5,0.3,2,Clay,Vegetative,0.0
24.8,60.8,8.4,0.9,14,Loam,Flowering,6.5
28.7,77.2,8.6,9.5,13,Loam,Vegetative,1.4
13.9,41.4,8.6,2.5,19,Sandy,Fruiting,1.8
29.9,56.0,21.5,1.6,3,Clay,Fruiting,3.5
20.6,37.3,0.9,3.0,18,Loam,Vegetative,3.6
29.4,47.6,0.6,3.4,12,Loam,Flowering,5.5
17.1,50.3,0.6,3.4,22,Sandy,Flowering,0.5
31.8,41.9,5.7,1.2,29,Sandy,Flowering,4.8
35.2,33.1,0.9,14.8,7,Loam,Vegetative,0.0
22.5,29.6,5.9,0.8,22,Sandy,Fruiting,6.3
20.0,12.9,6.4,6.3,4,Sandy,Fruiting,2.9
12.9,36.0,0.9,1.7,29,Sandy,Vegetative,0.0
26.1,66.3,12.8,2.6,14,Clay,Flowering,1.5
23.9,26.2,3.4,3.0,22,Loam,Vegetative,0.6
17.1,30.4,8.9,0.5,23,Clay,Fruiting,2.7
31.2,87.2,9.0,1.0,18,Clay,Vegetative,3.2
24.9,43.5,1.4,3.2,12,Clay,Vegetative,0.0
20.5,60.8,17.8,5.1,22,Loam,Vegetative,2.2
24.1,66.6,2.4,2.6,14,Sandy,Fruiting,4.3
35.5,66.9,25.7,7.3,20,Loam,Fruiting,9.6
32.2,27.6,0.7,1.8,18,Sandy,Vegetative,2.9
27.1,50.8,0.1,1.4,14,Loam,Vegetative,6.3
32.3,25.9,1.5,5.3,4,Sandy,Fruiting,5.3
19.9,98.0,4.8,0.1,9,Sandy,Flowering,3.0
28.2,26.3,5.9,5.1,28,Loam,Vegetative,0.3
29.0,36.1,8.3,0.9,16,Sandy,Fruiting,7.0
24.7,36.3,7.1,2.9,19,Sandy,Vegetative,1.1
31.0,28.1,3.0,0.0,8,Sandy,Flowering,7.4
22.5,79.3,9.8,1.2,21,Loam,Vegetative,2.6
31.6,98.0,0.5,8.6,15,Sandy,Fruiting,0.0
31.9,46.4,0.3,3.6,7,Sandy,Fruiting,9.7
7.6,31.2,1.1,1.0,5,Sandy,Vegetative,0.1
36.3,14.7,1.1,0.6,12,Loam,Fruiting,9.4
6.7,50.6,3.9,1.5,17,Sandy,Fruiting,0.2
23.7,49.3,7.3,0.7,9,Sandy,Fruiting,5.6
35.2,43.3,30.3,6.5,8,Clay,Flowering,1.4
25.8,59.0,2.1,3.1,8,Clay,Flowering,1.4
17.7,62.1,7.2,3.1,9,Sandy,Fruiting,2.4
20.3,60.8,1.2,6.9,22,Sandy,Vegetative,1.6
35.2,49.3,0.4,3.0,15,Sandy,Vegetative,4.8
14.5,35.2,0.2,15.1,14,Loam,Vegetative,1.4
35.9,67.0,10.3,1.3,5,Sandy,Fruiting,6.9
27.6,55.2,31.5,2.8,16,Clay,Vegetative,2.9
19.7,71.0,21.6,0.8,28,Clay,Vegetative,1.9
23.9,69.2,4.6,2.4,22,Loam,Flowering,5.0
20.9,29.4,0.4,1.7,13,Sandy,Vegetative,3.4
34.1,29.2,1.5,0.6,9,Clay,Vegetative,3.8
33.1,41.4,12.7,0.9,11,Loam,Flowering,6.5
16.0,36.0,2.0,1.3,1,Loam,Vegetative,0.0
25.2,68.6,7.0,2.1,1,Sandy,Fruiting,0.1
22.0,61.3,2.9,3.6,23,Loam,Vegetative,0.5
37.1,74.8,5.7,1.3,25,Clay,Fruiting,5.5
18.5,62.1,13.0,0.8,29,Clay,Flowering,4.5
39.2,58.8,4.6,5.9,19,Loam,Vegetative,3.4
27.8,76.6,39.1,8.3,27,Loam,Vegetative,3.6
19.9,63.5,3.7,1.8,13,Loam,Flowering,1.3
23.3,56.2,3.6,1.8,8,Loam,Vegetative,3.1
22.4,81.6,5.3,0.2,8,Clay,Vegetative,0.0
19.1,57.1,0.5,1.0,7,Loam,Fruiting,4.7
28.7,49.5,13.1,0.9,22,Sandy,Flowering,4.5
19.4,39.9,3.8,2.5,1,Sandy,Fruiting,0.0
12.7,67.7,9.5,0.4,28,Loam,Vegetative,2.6
25.3,77.3,6.1,1.2,23,Clay,Vegetative,1.1
15.4,54.1,7.0,3.9,12,Sandy,Flowering,0.0
22.7,78.5,7.9,3.4,21,Loam,Vegetative,0.0
21.6,19.5,2.3,1.1,4,Clay,Vegetative,2.7
21.9,54.0,12.8,0.4,13,Loam,Vegetative,1.5
42.0,54.3,0.0,1.2,4,Sandy,Vegetative,4.2
28.4,41.9,0.6,2.1,4,Loam,Fruiting,2.1
29.7,97.9,10.6,2.3,1,Loam,Vegetative,1.6
15.6,53.8,21.8,0.3,24,Sandy,Fruiting,7.2
23.4,47.7,2.3,1.4,22,Loam,Vegetative,0.0
29.5,55.5,1.2,5.6,26,Loam,Vegetative,2.3
20.8,18.9,5.3,8.7,29,Loam,Vegetative,0.0
34.4,41.3,1.2,8.9,28,Loam,Flowering,0.9
19.6,72.7,0.2,0.3,29,Sandy,Fruiting,3.3
26.0,43.7,5.4,7.9,1,Sandy,Fruiting,0.7
23.9,40.1,0.9,4.8,23,Sandy,Vegetative,6.0
29.2,78.6,7.5,3.1,21,Sandy,Flowering,4.8
23.5,79.1,3.6,2.0,5,Loam,Fruiting,1.4
26.1,64.3,21.2,0.8,4,Sandy,Vegetative,2.5
26.3,46.8,6.6,2.7,29,Loam,Flowering,0.8
22.9,50.7,9.8,0.4,26,Sandy,Vegetative,7.4
31.4,40.5,5.0,0.2,10,Sandy,Flowering,8.4
29.7,37.1,8.3,7.5,3,Sandy,Flowering,0.0
27.4,36.2,13.3,0.8,10,Loam,Vegetative,2.1
25.0,43.9,5.4,7.0,1,Loam,Fruiting,0.0
33.6,36.4,5.4,0.5,20,Clay,Flowering,8.0
26.3,26.9,1.4,0.9,12,Sandy,Fruiting,5.0
25.9,58.9,0.2,0.6,2,Loam,Fruiting,4.2
28.7,59.2,2.6,1.6,29,Loam,Vegetative,3.1
39.9,85.6,5.9,5.8,24,Loam,Flowering,1.5
18.6,43.0,11.6,7.1,27,Sandy,Vegetative,0.0
33.4,60.3,5.4,2.0,29,Sandy,Fruiting,12.0
14.7,60.6,22.3,3.3,1,Sandy,Vegetative,0.0
29.5,50.4,7.8,0.3,23,Clay,Fruiting,4.9
39.0,68.4,14.1,0.3,23,Loam,Flowering,10.6
31.4,69.0,45.0,5.0,23,Loam,Flowering,5.4
29.2,60.9,18.8,1.6,8,Loam,Flowering,3.2
24.1,50.4,23.9,4.3,12,Loam,Flowering,4.4
28.2,48.6,4.3,1.6,27,Loam,Fruiting,8.0
26.2,30.4,1.4,2.3,2,Sandy,Fruiting,2.1
22.5,40.5,3.5,2.9,19,Loam,Vegetative,0.2
26.0,43.8,0.7,1.8,23,Sandy,Flowering,4.3
29.4,34.8,1.0,1.5,24,Sandy,Vegetative,5.3
22.6,62.9,0.2,1.5,18,Sandy,Flowering,1.6
22.4,76.5,0.0,0.4,23,Loam,Flowering,6.6
18.5,38.7,18.5,3.6,27,Loam,Vegetative,4.2
30.7,60.1,27.9,0.5,23,Loam,Fruiting,8.5
31.8,36.4,9.0,0.7,4,Sandy,Flowering,5.9
29.6,49.5,6.9,1.6,8,Clay,Flowering,6.0
34.8,42.6,5.4,1.6,9,Sandy,Fruiting,12.7
28.6,65.8,29.1,1.4,10,Clay,Fruiting,8.7
30.7,42.8,3.1,5.2,11,Loam,Fruiting,0.0
30.1,73.2,12.2,1.1,7,Loam,Vegetative,2.6
27.4,50.6,2.2,6.3,20,Loam,Vegetative,1.0
24.3,43.3,2.2,2.7,4,Loam,Fruiting,0.8
43.5,32.4,9.8,2.4,23,Loam,Vegetative,10.0
